scraped_page,title,detail_url,price(USD),building_area(m²),land_area(m²),bedrooms,bathrooms,location,image_count,image_filenames,price_per_sqm,property_type
61,Offices in Prime location,https://www.property.co.zw/for-sale/offices-knp216894,1320000.0,850.0,4057.0,3.0,2.0,Borrowdale,1,dad67628b7_0.webp,269.0034644385572,commercial
62,House for Sale in Glaudina,https://www.property.co.zw/for-sale/houses-chas227826,70000.0,160.0,300.0,5.0,3.0,Harare,1,caf582d630_0.webp,152.17391304347825,house
62,Upmarket Real Estate,https://www.property.co.zw/for-sale/houses-fpc219664,355000.0,4580.0,300.0,4.0,2.0,Greendale,1,49eefa2e91_0.webp,72.74590163934427,house
63,Gletwin Stand For Sale,https://www.property.co.zw/for-sale/residential-land-stands-rws226768,100000.0,2000.0,2000.0,3.0,2.0,Harare,1,05e3096e1a_0.webp,25.0,land
63,Build Your Dream Home Acre Stand in Desirable Brookview,https://www.property.co.zw/for-sale/land-sef213600,170000.0,350.0,4000.0,4.0,2.0,Borrowdale,1,680ce2e5f3_0.webp,,house
63,Commercial Block for Sale in CBD Harare on Central Avenue,https://www.property.co.zw/for-sale/commercial-property-mtx223974,1150000.0,1300.0,1585.0,3.0,2.0,Harare,1,e796e36db2_0.webp,398.6135181975737,commercial
63,Partum Mews3 Bedroom New Release Cluster Units.,https://www.property.co.zw/for-sale/townhouses-pgp216576,320000.0,206.0,500.0,3.0,2.0,Mount Pleasant,1,faa44ac597_0.webp,453.257790368272,house
63,Ready for Investment,https://www.property.co.zw/for-sale/commercial-land-rws227504,250000.0,4600.0,4600.0,3.0,2.0,Harare,1,966a1be4f6_0.webp,27.17391304347826,land
64,Strategic Corner Stand in the CBD  Warehouse  Workshop,https://www.property.co.zw/for-sale/warehouses-fac224952,420000.0,602.0,1388.0,4.0,2.0,Bulawayo,1,212c93af42_0.webp,211.05527638190955,house
64,Residential Stand for Sale in Haydon Park,https://www.property.co.zw/for-sale/residential-land-stands-mtx225830,90000.0,600.0,1506.0,3.0,2.0,Harare,1,54594b0353_0.webp,,land
64,Upmarket Cluster Development in Serene and Secure Neighbourhood.,https://www.property.co.zw/for-sale/flats-apartments-cac215479,280000.0,206.0,700.0,3.0,2.0,Mount Pleasant,1,a3e232b3bf_0.webp,309.0507726269316,apartment
64,Fully Developed StandPlot,https://www.property.co.zw/for-sale/residential-land-stands-rws222836,240000.0,600.0,16000.0,3.0,2.0,Harare,1,7a0fefd659_0.webp,,land
64,Chadcom property for sale,https://www.property.co.zw/for-sale/commercial-property-thre226156,115000.0,100.0,2000.0,2.0,1.0,Harare,1,464c5b67fd_0.webp,54.76190476190476,commercial
65,Conveniently located apartment in Avondale,https://www.property.co.zw/for-sale/flats-apartments-knp213500,200000.0,150.0,15700.0,5.0,5.0,Harare,1,ebd10169cc_0.webp,,apartment
65,Superb Opportunity,https://www.property.co.zw/for-sale/houses-rws223492,520000.0,300.0,4050.0,4.0,2.0,Mount Pleasant,1,a04544f20a_0.webp,119.54022988505749,house
65,Neat as a pin,https://www.property.co.zw/for-sale/houses-rws219612,105000.0,220.0,400.0,4.0,2.0,Waterfalls,1,9855e725c7_0.webp,169.3548387096774,house
77,"Stunning 3-Bedroom Family Home in Avondale, Harare",https://www.property.co.zw/for-sale/townhouses-gat224845,240000.0,350.0,1884.0,3.0,2.0,Avondale,1,5499d90554_0.webp,,house
78,"Split-Level Property for Sale in Hogerty Hill, Borrowdale",https://www.property.co.zw/for-sale/houses-apgp227990,120000.0,350.0,1040.0,4.0,2.0,Borrowdale,1,d927541f1f_0.webp,86.33093525179856,house
81,Neat 2-Bedroom Apartment for Sale  Eastview Gardens With Deeds,https://www.property.co.zw/for-sale/flats-apartments-leg225237,60000.0,5000.0,200.0,2.0,1.0,Eastlea,1,bc715326ee_0.webp,11.538461538461538,apartment
85,"Nice home perfect investment 3-Bedroom Townhouse in Greendale North, Harare",https://www.property.co.zw/for-sale/townhouses-t2214571,215000.0,285.0,500.0,3.0,2.0,Greendale,1,32c537b587_0.webp,273.8853503184713,house
86,Industrial Stand Close To Railway Line And Road.,https://www.property.co.zw/for-sale/warehouses-eea228728,150000.0,100.0,4000.0,6.0,1.0,Borrowdale,1,14a5683161_0.webp,36.58536585365854,house
86,Plumtree Stands For Sale,https://www.property.co.zw/for-sale/residential-land-stands-p11200769,15000.0,600.0,600.0,3.0,2.0,Unknown,1,64b02dd9e6_0.webp,,land
88,Neat cluster homes for sale,https://www.property.co.zw/for-sale/garden-flats-pgp210276,95000.0,100.0,400.0,3.0,2.0,Waterfalls,1,b9fef1ac86_0.webp,190.0,house
90,3 Bed Home In Eastlea  Close to Robert Mugabe Road ,https://www.property.co.zw/for-sale/houses-hlx215444,260000.0,190.0,1616.0,3.0,2.0,Eastlea,1,d6e93c89e0_0.webp,143.96456256921374,house
91,"Luxury Townhouse in Helensvale, Harare - For Sale",https://www.property.co.zw/for-sale/flats-apartments-apgp228376,350000.0,300.0,4000.0,3.0,2.0,Harare,1,23960482bb_0.webp,81.3953488372093,house
93,Great investment,https://www.property.co.zw/for-sale/residential-land-stands-dfp228512,65000.0,600.0,1125.0,3.0,2.0,Harare,1,9fc2215fb2_0.webp,,land
96,Prime Industrial Land Opportunity For Sale In Arlington,https://www.property.co.zw/for-sale/commercial-land-gat226022,260000.0,600.0,2355.0,3.0,2.0,Harare,1,2306aafcdc_0.webp,,land
96,Beautiful Property on an Acre,https://www.property.co.zw/for-sale/houses-knp228022,800000.0,300.0,4047.0,6.0,3.0,Harare,1,1ee3ca7c5a_0.webp,184.0349666436623,house
98,"5-Bedroom Home with Borehole in Crowhill Views, Harare North",https://www.property.co.zw/for-sale/houses-hvn188217,130000.0,500.0,1000.0,5.0,4.0,Harare,1,ba5ce4dab5_0.webp,86.66666666666667,house
98,Bloomingdale 3 Bedrooms,https://www.property.co.zw/for-sale/houses-cac226934,88000.0,300.0,460.0,3.0,2.0,Harare,1,a148d35294_0.webp,115.78947368421052,house
100,Ruwa,https://www.property.co.zw/for-sale/houses-lcre227523,75000.0,105.0,260.0,3.0,2.0,Unknown,1,e0c4658123_0.webp,205.4794520547945,house
