scraped_page,title,detail_url,price(USD),building_area(m²),land_area(m²),bedrooms,bathrooms,location,image_count,image_filenames,price_per_sqm,property_type
29,"Spacious 5-Bedroom Family Home with Borehole in Mabelreign, Maranatha Park ,Harare",https://www.property.co.zw/for-sale/houses-leg220727,145000.0,800.0,800.0,5.0,3.0,Harare,1,e714f0512f_0.webp,90.625,house
30,Luxury Living with Solar  Borehole.,https://www.property.co.zw/for-sale/houses-leg227532,225000.0,900.0,1300.0,4.0,2.0,Mt Pleasant,1,44218352d3_0.webp,102.27272727272728,house
30,Build your dream home,https://www.property.co.zw/for-sale/flats-apartments-bdv133055,66000.0,200.0,2200.0,2.0,1.0,Harare,1,5e7261518c_0.webp,27.5,house
30,Shawasha Hills - $320k,https://www.property.co.zw/for-sale/residential-land-stands-mac202580,320000.0,10000.0,10000.0,4.0,2.0,Harare,1,f0ace22041_0.webp,16.0,land
30,Investment,https://www.property.co.zw/for-sale/commercial-land-dfp226820,200000.0,600.0,3800.0,3.0,2.0,Waterfalls,1,1a07c5d668_0.webp,,land
30,Prime Bulawayo CBD Retail Shop with 573m² Land  Borehole for Sale,https://www.property.co.zw/for-sale/shops-pgp205864,1250000.0,600.0,573.0,3.0,2.0,Bulawayo,1,11028b647b_0.webp,,land
30,Elegant Brand New 5 Bedroom Home,https://www.property.co.zw/for-sale/houses-sef218530,390000.0,300.0,2006.0,5.0,3.0,Harare,1,1cd4c4340a_0.webp,169.12402428447527,house
31,Aspindale industrial stand,https://www.property.co.zw/for-sale/commercial-land-emp226855,210000.0,600.0,6000.0,3.0,2.0,Harare,1,db0e37e671_0.webp,,land
31,Residentialstand For Sale,https://www.property.co.zw/for-sale/residential-land-stands-rws204106,20000.0,600.0,300.0,3.0,2.0,Harare,1,24796d3553_0.webp,,land
31,Bulawayo Belmont Industrial Stand For Sale,https://www.property.co.zw/for-sale/commercial-land-kha194894,360000.0,600.0,7384.0,3.0,2.0,Bulawayo,1,092cbcaf24_0.webp,,land
31,Mandara stand for sale,https://www.property.co.zw/for-sale/residential-land-stands-thre223391,125000.0,600.0,1800.0,3.0,2.0,Harare,1,a11866ee4c_0.webp,,land
31,Build your dream home Helensvale Residential Stand for Sale,https://www.property.co.zw/for-sale/residential-land-stands-sef228636,280000.0,350.0,3381.0,4.0,2.0,Harare,1,c32a67c984_0.webp,,house
31,Incomplete Double Storey House For Sale Mount Pleasant Heights,https://www.property.co.zw/for-sale/houses-rws224626,230000.0,400.0,2089.0,4.0,2.0,Mount Pleasant,1,582308655a_0.webp,92.40658899156288,house
31,Prime Commercial Industrial Property for Sale in Willowvale,https://www.property.co.zw/for-sale/warehouses-gat206511,550000.0,2300.0,2300.0,4.0,2.0,Harare,1,4fbd31ba62_0.webp,119.56521739130434,house
32,Gletwin Park,https://www.property.co.zw/for-sale/residential-land-stands-pgp226826,155000.0,180.0,3440.0,3.0,3.0,Marlborough,1,44f3c7eaef_0.webp,42.81767955801105,land
32,Residential Land For Sale,https://www.property.co.zw/for-sale/residential-land-stands-sbk145040,35000.0,600.0,1000.0,3.0,2.0,Harare,1,24cc8163aa_0.webp,,land
32,Eastlea House Prime Investment Opportunity $350 000,https://www.property.co.zw/for-sale/houses-fre227932,340000.0,1000.0,1555.0,5.0,2.0,EASTLEA,1,dd46e83a4a_0.webp,133.07240704500978,house
32,Cluster home for Sale- Waterfalls FBC Complex Phase 1,https://www.property.co.zw/for-sale/townhouses-mac227334,130000.0,120.0,500.0,3.0,2.0,Waterfalls,1,9b681f904f_0.webp,209.67741935483872,house
32,8.25 Ha Plot In Banket With 3 Boreholes,https://www.property.co.zw/for-sale/agricultural-land-farms-sef213175,570000.0,600.0,82500.0,3.0,2.0,Unknown,1,878f75d930_0.webp,,land
33,Philadelphia House For Sale,https://www.property.co.zw/for-sale/houses-pgp226797,650000.0,1000.0,4600.0,6.0,5.0,Harare,1,3d94156e06_0.webp,116.07142857142856,house
33,Family home,https://www.property.co.zw/for-sale/houses-rws227072,80000.0,200.0,450.0,4.0,2.0,Harare,1,b7bc48beb4_0.webp,123.07692307692308,house
33,Charming Waneka Flat 2-Bedroom Gem with Fitted Kitchen,https://www.property.co.zw/for-sale/flats-apartments-jspp214315,46000.0,100.0,500.0,2.0,1.0,Harare,1,762d268bfa_0.webp,,apartment
33,"Prime 2,000sqm Residential Stands for Sale in The Grange  Off Drew Road",https://www.property.co.zw/for-sale/residential-land-stands-leg225103,150000.0,600.0,2000.0,3.0,2.0,The Grange,1,a08bc8f36d_0.webp,,land
33,Borrowdale Carrick Creagh Stand,https://www.property.co.zw/for-sale/residential-land-stands-chre228434,190000.0,600.0,3300.0,3.0,2.0,Borrowdale,1,de69d1096b_0.webp,,land
34,Old Mt Pleasant stand,https://www.property.co.zw/for-sale/residential-land-stands-tagp225734,150000.0,450.0,2072.0,3.0,2.0,Hatfield,1,2b3eab3c53_0.webp,59.47660586835845,land
34,5 hectare Agro-Plots in Shamva,https://www.property.co.zw/for-sale/agricultural-land-farms-kipt197200,30000.0,600.0,50000.0,3.0,2.0,Harare,1,84433a0356_0.webp,,land
34,"Charming 2-Bedroom House with Borehole in Eastlea, Harare",https://www.property.co.zw/for-sale/houses-flb227047,250000.0,180.0,1800.0,2.0,1.0,Eastlea,1,09567339c8_0.webp,126.26262626262626,house
34,Prime Commercial Avondale Head Office Option,https://www.property.co.zw/for-sale/offices-sef217731,620000.0,600.0,4763.0,1.0,1.0,Avondale,1,8e74b553fe_0.webp,115.60693641618496,commercial
34,2000sqm  Esteemed Carrick Creagh Estate,https://www.property.co.zw/for-sale/residential-land-stands-plzp227271,105000.0,600.0,2000.0,3.0,2.0,Harare,1,1622fba44d_0.webp,,land
34,Investors Delight,https://www.property.co.zw/for-sale/houses-rws214491,85000.0,150.0,1500.0,3.0,2.0,Harare,1,06ca3c68aa_0.webp,51.51515151515152,house
35,Industrial And Warehouse For Sale With Office Space,https://www.property.co.zw/for-sale/warehouses-sef207354,650000.0,2000.0,1884.0,4.0,2.0,Bulawayo,1,70432e80e5_0.webp,,house
35,"A Choice of Several Industrial Stands in Sunway City, Harare",https://www.property.co.zw/for-sale/commercial-land-sef217975,270000.0,600.0,100000.0,3.0,2.0,Harare,1,64b7ec0aa8_0.webp,,land
35,8 Bedroom House On 1Acre Along Harare Drive,https://www.property.co.zw/for-sale/houses-pgp221814,850000.0,900.0,4121.0,8.0,8.0,Harare,1,cffc9ea3c3_0.webp,169.2889862577176,house
35,House for Sale  Eastlea,https://www.property.co.zw/for-sale/offices-apgp224019,269000.0,500.0,1193.0,4.0,2.0,Eastlea,1,ef34f1089d_0.webp,158.88954518606025,house
36,Superb Opportunity,https://www.property.co.zw/for-sale/residential-land-stands-rws203107,650000.0,600.0,10450.0,3.0,2.0,Harare,1,2b75244ffe_0.webp,,land
36,Best townhouse value,https://www.property.co.zw/for-sale/townhouses-pgp195525,220000.0,200.0,296.0,4.0,2.0,Mount Pleasant,1,6cbd5f1baa_0.webp,443.5483870967742,house
36,An Agro-Industrial Property up for sale,https://www.property.co.zw/for-sale/commercial-property-pgp199161,850000.0,600.0,60000.0,3.0,4.0,Unknown,1,ae933d23b5_0.webp,14.026402640264026,commercial
36,Chicago township house for sale,https://www.property.co.zw/for-sale/houses-chas226289,90000.0,300.0,1000.0,3.0,2.0,Unknown,1,41e2ddf1a9_0.webp,69.23076923076923,house
36,Agro-Residential Plot for Sale,https://www.property.co.zw/for-sale/agricultural-land-farms-hvn213122,45000.0,600.0,54000.0,3.0,2.0,Unknown,1,2bc59f55fc_0.webp,,land
36,Belvedere West House Forsale,https://www.property.co.zw/for-sale/houses-rws227308,185000.0,600.0,1050.0,5.0,3.0,Belvedere,1,416f318625_0.webp,112.12121212121212,house
36,Price Reduced,https://www.property.co.zw/for-sale/residential-land-stands-hvn226612,55000.0,600.0,1000.0,3.0,2.0,Harare,1,f0cf3436d5_0.webp,,land
37,Elegant 4 Bed2 Bath Mount Pleasant Home,https://www.property.co.zw/for-sale/houses-jspp211525,450000.0,300.0,4000.0,4.0,2.0,Mount Pleasant,1,f551338a94_0.webp,104.65116279069768,house
37,Expand Your Horizons -Your Canvass For Success,https://www.property.co.zw/for-sale/commercial-property-pgp225274,899000.0,500.0,8585.0,3.0,2.0,Bulawayo,1,edaa875410_0.webp,,commercial
37,"Stunning 4-Bed House in Zimre Park, Harare",https://www.property.co.zw/for-sale/houses-leg211224,125000.0,712.0,712.0,4.0,2.0,Harare,1,1e577e0c05_0.webp,87.78089887640449,house
38,Nyabira stand ready to built electricity available and roads,https://www.property.co.zw/for-sale/land-thre219479,12000.0,600.0,300.0,3.0,2.0,Harare,1,7ae6738f65_0.webp,,land
38,Prime Commercial Property Highlands,https://www.property.co.zw/for-sale/commercial-property-bnjr225813,990000.0,750.0,4063.0,3.0,2.0,Highlands,1,006691eba6_0.webp,205.6929150218159,land
38,Chitungwiza Industrial Stand for Sale,https://www.property.co.zw/for-sale/commercial-land-mac225122,40000.0,3000.0,3000.0,5.0,3.0,Unknown,1,c357498420_0.webp,6.666666666666667,land
38,Investment opportunity,https://www.property.co.zw/for-sale/residential-land-stands-thre228757,120000.0,600.0,2300.0,3.0,2.0,Mount Pleasant,1,4f1c17a335_0.webp,,land
38,Newly built cluster unit for sale,https://www.property.co.zw/for-sale/townhouses-rws219038,380000.0,450.0,613.0,3.0,2.0,Mount Pleasant,1,5b6f373aa2_0.webp,357.47883349012227,house
38,Prime Commercial Property for Sale,https://www.property.co.zw/for-sale/commercial-property-bnjr222816,1300000.0,300.0,4047.0,3.0,2.0,Milton Park,1,97f553085a_0.webp,299.05682079595124,commercial
38,Exclusive Residential Developement In Groom Bridge,https://www.property.co.zw/for-sale/townhouses-pgp194628,370000.0,205.0,679.0,3.0,3.0,Harare,1,f5a7b43bd8_0.webp,418.552036199095,house
39,Modern HomeOffice,https://www.property.co.zw/for-sale/houses-pgp225281,260000.0,230.0,1193.0,3.0,2.0,Eastlea,1,94ef8d6907_0.webp,182.71257905832744,house
39,Stands for Sale,https://www.property.co.zw/for-sale/residential-land-stands-xds228101,130000.0,600.0,2100.0,3.0,2.0,Harare,1,f4936c0b84_0.webp,,land
39,Modest 3-Bedroom Home With Potential,https://www.property.co.zw/for-sale/houses-pgp224745,95000.0,140.0,705.0,3.0,2.0,Harare,1,d3654b1484_0.webp,112.42603550295858,house
39,Style Class and Modern Living,https://www.property.co.zw/for-sale/townhouses-pgp223493,340000.0,580.0,240.0,3.0,2.0,Harare,1,bad15a5a9e_0.webp,414.6341463414634,house
39,Cold Comfort house for sale,https://www.property.co.zw/for-sale/houses-grm220226,79000.0,300.0,400.0,4.0,2.0,Harare,1,d8c0b39fb9_0.webp,112.85714285714286,house
39,A Choice Of 13 Bed Town House For Sale In Marlborough,https://www.property.co.zw/for-sale/townhouses-gat227117,45000.0,350.0,1884.0,1.0,1.0,Marlborough,1,e0b47d2fdd_0.webp,,house
40,House For Sale,https://www.property.co.zw/for-sale/houses-key220357,550000.0,1000.0,4047.0,4.0,3.0,Harare,1,1be0e5febe_0.webp,108.9756290865861,house
40,Good investment,https://www.property.co.zw/for-sale/houses-hvn228121,55000.0,500.0,609.0,5.0,3.0,Mufakose,1,f8427f5d02_0.webp,49.59422903516682,house
40,Arlington Stand For Sale,https://www.property.co.zw/for-sale/residential-land-stands-gbr221628,65000.0,600.0,360.0,8.0,3.0,Harare,1,16a4c50fae_0.webp,,land
40,Newly Listed,https://www.property.co.zw/for-sale/townhouses-rws225965,180000.0,250.0,367.0,3.0,2.0,Harare,1,4d5cd7319c_0.webp,291.7341977309562,house
40,"Two-Storey Factory for Sale in Belmont, Bulawayo",https://www.property.co.zw/for-sale/warehouses-red211735,690000.0,3600.0,3600.0,4.0,2.0,Bulawayo,1,7a3dd8369f_0.webp,95.83333333333331,house
40,Philadelphia  Spacious 5-Bedroom Home on 5.4 Acres,https://www.property.co.zw/for-sale/houses-ptd228127,800000.0,350.0,21853.0,5.0,3.0,Harare,1,a9e06e1a48_0.webp,,house
40,Spacious 6-Bedroom Family Home with Pool and Borehole in Harare,https://www.property.co.zw/for-sale/houses-leg227449,650000.0,3000.0,4900.0,6.0,3.0,Harare,1,83f83e44d2_0.webp,82.27848101265823,house
41,In a secure complex,https://www.property.co.zw/for-sale/townhouses-pgp224886,220000.0,150.0,500.0,3.0,2.0,Borrowdale,1,f4917cf35c_0.webp,338.46153846153845,house
41,House for sale,https://www.property.co.zw/for-sale/houses-nal228685,150000.0,600.0,4280.0,4.0,2.0,Hatfield,1,b0d6a52e96_0.webp,30.737704918032787,house
41,Modern Luxurious Townhouse for Sale in Marlborough,https://www.property.co.zw/for-sale/flats-apartments-sef197906,140000.0,200.0,300.0,3.0,2.0,Marlborough,1,11b7c6518d_0.webp,280.0,house
41,Versatile Warehouse  Storage in Ruwa with Borehole Access,https://www.property.co.zw/for-sale/warehouses-sef216804,250000.0,680.0,2399.0,4.0,2.0,Unknown,1,4556ccf821_0.webp,81.19519324455992,house
41,Stand for sale,https://www.property.co.zw/for-sale/residential-land-stands-pnt225201,120000.0,600.0,2000.0,3.0,2.0,Harare,1,60e5b2ef06_0.webp,,land
42,Build your dream home on this flat 4082sqm land.,https://www.property.co.zw/for-sale/land-knp221625,350000.0,350.0,4082.0,4.0,2.0,Borrowdale,1,aff7d8e6c4_0.webp,,house
42,Town House for Sale,https://www.property.co.zw/for-sale/flats-apartments-bnjr224367,450000.0,220.0,32220.0,3.0,2.0,Newlands,1,ca277ff64d_0.webp,13.871763255240444,house
42,Reduced to go,https://www.property.co.zw/for-sale/flats-apartments-hlx212851,155000.0,165.0,500.0,3.0,2.0,Marlborough,1,c204e1dd89_0.webp,,apartment
42,Simplex townhouses,https://www.property.co.zw/for-sale/townhouses-bbre205890,150000.0,125.0,450.0,3.0,2.0,Bulawayo,1,83878be2c4_0.webp,260.8695652173913,house
42,"5-Bedroom Architectural thatched double storey for Sale in Hogerty Hill, Harare North",https://www.property.co.zw/for-sale/houses-gat212276,1200000.0,350.0,16187.0,5.0,3.0,Harare,1,f575a15beb_0.webp,,house
43,Mt Pleasant Luxury House for Sale,https://www.property.co.zw/for-sale/houses-apgp226799,500000.0,900.0,3100.0,3.0,3.0,Marlborough,1,7e6583b35e_0.webp,125.0,house
43,Smart Luxury Living in Marlborough  Double-Storey Home,https://www.property.co.zw/for-sale/townhouses-leg226083,250000.0,600.0,2000.0,4.0,2.0,Marlborough,1,cfcfb543a1_0.webp,96.15384615384616,house
43,Kensington apartment for sale - 230kneg,https://www.property.co.zw/for-sale/garden-flats-mac217460,230000.0,150.0,2000.0,3.0,2.0,Harare,1,65080ebcab_0.webp,106.97674418604652,apartment
43,4-Bedroom Home in Secure Mabvazuva with Modern Amenities,https://www.property.co.zw/for-sale/houses-gat222546,150000.0,43.0,400.0,4.0,2.0,Unknown,1,38963ac044_0.webp,338.6004514672686,house
43,Prime 1200 m² Residential Land for Sale in Nyabira,https://www.property.co.zw/for-sale/residential-land-stands-jspp225245,25000.0,600.0,1200.0,3.0,2.0,Unknown,1,9d146e5ac3_0.webp,,land
43,P R E M I E R  I N V E S T M E N T,https://www.property.co.zw/for-sale/houses-hmsl222866,650000.0,500.0,14000.0,5.0,3.0,Harare,1,1ca4e09d7a_0.webp,44.82758620689656,house
44,Modern Luxury Meets Secure Living in Greendale,https://www.property.co.zw/for-sale/garden-flats-chas225857,265000.0,703.0,500.0,4.0,2.0,Greendale,1,d17c973782_0.webp,,apartment
44,Family home,https://www.property.co.zw/for-sale/houses-pnt225728,215000.0,4134.0,4134.0,5.0,2.0,Hatfield,1,f7eddae4bc_0.webp,26.003870343492984,house
44,2 Bedroomed Apartment,https://www.property.co.zw/for-sale/flats-apartments-pgp211768,75000.0,120.0,500.0,2.0,1.0,Marlborough,1,03d3aa0b3f_0.webp,,apartment
44,Stunning Helensvale Home,https://www.property.co.zw/for-sale/houses-knp225197,1100000.0,600.0,15952.0,4.0,2.0,Harare,1,981de2ba95_0.webp,66.45722571290479,house
45,3 Bedroom House in Belvedere,https://www.property.co.zw/for-sale/houses-mtx228319,280000.0,1649.0,1649.0,3.0,2.0,Belvedere,1,99c671328d_0.webp,84.89993935718617,house
45,Stylish 3-Bedroom Townhouse in Hatfield with Borehole Access,https://www.property.co.zw/for-sale/townhouses-sef206561,135000.0,170.0,400.0,3.0,2.0,Hatfield,1,3fcbf657e7_0.webp,236.8421052631579,house
45,Stand in the esteemed gated Carrick Creagh Community,https://www.property.co.zw/for-sale/residential-land-stands-dtp169564,110000.0,600.0,2000.0,3.0,2.0,Borrowdale,1,fd3a705ad8_0.webp,,land
45,Prime CommercialIndustrial Land with Highway Frontage in Mutoko,https://www.property.co.zw/for-sale/commercial-land-plzp227697,250000.0,600.0,14000.0,3.0,2.0,Unknown,1,b5328d0769_0.webp,,land
45,Agro-Residential Plots For Sale In Inyanga,https://www.property.co.zw/for-sale/agricultural-land-farms-ccdh226966,100000.0,600.0,50000.0,3.0,2.0,Unknown,1,a7c2460a4d_0.webp,,land
46,Solar Powered 3-Bedroom House for Sale in Glaudina with Developers Cession,https://www.property.co.zw/for-sale/houses-gat228565,55000.0,300.0,300.0,3.0,2.0,Harare,1,963e2adc85_0.webp,91.66666666666669,house
46,Prime 2500 m² Stand in Serene Borrowdale Build Your Dream Home,https://www.property.co.zw/for-sale/land-t20227713,125000.0,350.0,2500.0,4.0,2.0,Borrowdale,1,04de7f277e_0.webp,,house
46,4 bed family home,https://www.property.co.zw/for-sale/houses-rws224627,260000.0,250.0,2000.0,4.0,2.0,Harare,1,9d1d51eb1b_0.webp,115.55555555555556,house
46,Spacious Warehouse with Versatile Layout,https://www.property.co.zw/for-sale/warehouses-red224216,310000.0,700.0,1500.0,4.0,2.0,Bulawayo,1,121e93978b_0.webp,140.9090909090909,house
47,"Stunning House For Sale In Helensvale, Borrowdale",https://www.property.co.zw/for-sale/townhouses-rws203261,700000.0,650.0,4000.0,5.0,3.0,Borrowdale,1,83bc44c12f_0.webp,150.53763440860214,house
48,Unique Family Home On St Brelades Road,https://www.property.co.zw/for-sale/houses-pgp224989,680000.0,350.0,3949.0,5.0,3.0,Harare,1,adae34c0d9_0.webp,,house
48,Modern Cluster Home For Sale,https://www.property.co.zw/for-sale/garden-flats-pgp207881,225000.0,150.0,500.0,3.0,2.0,Greendale,1,e0e04e4a03_0.webp,346.15384615384613,house
48,Residential Stands for Sale in Waterfalls Prospect  Ready to Build,https://www.property.co.zw/for-sale/residential-land-stands-leg221565,55000.0,1001.0,1001.0,3.0,2.0,Waterfalls,1,9b99dd1bed_0.webp,27.47252747252747,land
48,Busy Industrialcommercial Area For Sale,https://www.property.co.zw/for-sale/commercial-property-rrt223563,750000.0,8094.0,8109.0,3.0,2.0,Harare,1,1c5362cd45_0.webp,46.287724495463806,commercial
49,Unique 3 bedroomed,https://www.property.co.zw/for-sale/houses-gat227952,850000.0,34.0,4070.0,3.0,2.0,Harare,1,0baf9e3b40_0.webp,207.1150097465887,house
49,Glenlorne Property For Sale,https://www.property.co.zw/for-sale/residential-land-stands-chre225276,140000.0,3121.0,3121.0,3.0,2.0,Harare,1,3fa984deb7_0.webp,22.42870874719641,land
49,True Gem In Secure Complex,https://www.property.co.zw/for-sale/townhouses-apc227310,400000.0,43266380.0,266380.0,4.0,2.0,Harare,1,e63ebb75a9_0.webp,0.0091884824210548,house
49,"Seven Hectares, Prolific Borehole On Jeans Walk Cromlet",https://www.property.co.zw/for-sale/agricultural-land-farms-pgp224078,550000.0,600.0,70000.0,3.0,2.0,Unknown,1,cb465846d2_0.webp,,land
49,"Beautiful 5-Bedroom Home In Maridale, Norton",https://www.property.co.zw/for-sale/houses-plzp228365,60000.0,130.0,200.0,5.0,3.0,Unknown,1,084696d7bf_0.webp,181.8181818181818,house
49,"Exclusive Sandton Stand  4,000sqm",https://www.property.co.zw/for-sale/residential-land-stands-leg228600,110000.0,600.0,4000.0,3.0,2.0,Harare,1,688afa8f08_0.webp,,land
50,4 beds Exclusive TownhousesCluster conviniently located,https://www.property.co.zw/for-sale/townhouses-oas212078,425000.0,278.0,558.0,4.0,3.0,Harare,1,aeab585c71_0.webp,508.3732057416268,house
50,Cluster Stand for Sale In GREYSTONE PARK,https://www.property.co.zw/for-sale/residential-land-stands-sef217741,60000.0,600.0,300.0,3.0,2.0,GREYSTONE PARK,1,9b794eecaf_0.webp,,land
50,Prime property with development potential On Show,https://www.property.co.zw/for-sale/houses-pgp228521,1400000.0,600.0,16800.0,4.0,2.0,Harare,1,258ed8f24e_0.webp,80.45977011494253,house
50,Solid Return-On-Investment,https://www.property.co.zw/for-sale/houses-sef223983,170000.0,300.0,950.0,4.0,2.0,Harare,1,792b8dd920_0.webp,136.0,house
50,Rockview Ruwa,https://www.property.co.zw/for-sale/land-rpt227479,40000.0,1000.0,1000.0,3.0,2.0,Unknown,1,fdd591a620_0.webp,20.0,land
51,Finish It To Your Taste,https://www.property.co.zw/for-sale/houses-rws226665,350000.0,800.0,2275.0,6.0,3.0,Harare,1,92fdfbaea9_0.webp,113.82113821138212,house
51,Finish it to your own taste,https://www.property.co.zw/for-sale/houses-rws227096,125000.0,500.0,1000.0,4.0,2.0,Harare,1,c4af484b92_0.webp,83.33333333333333,house
51,Hatfield Clusters,https://www.property.co.zw/for-sale/flats-apartments-tmr219978,152500.0,150.0,500.0,3.0,2.0,Hatfield,1,993303e629_0.webp,,apartment
52,Renovators Delight in The Grange,https://www.property.co.zw/for-sale/houses-rws215803,290000.0,300.0,4060.0,4.0,2.0,The Grange,1,41658ea4e1_0.webp,66.5137614678899,house
52,New on the market,https://www.property.co.zw/for-sale/land-rws212093,23000.0,600.0,240200.0,3.0,2.0,Harare,1,8b8a9e1457_0.webp,,land
52,Prime Commercial Land For Sale in Chegutu,https://www.property.co.zw/for-sale/commercial-land-hlx224319,1000000.0,600.0,128000.0,3.0,2.0,Unknown,1,4da64b8802_0.webp,,land
52,Townhouse for sale 210kneg,https://www.property.co.zw/for-sale/townhouses-mac185285,210000.0,150.0,300.0,3.0,2.0,Harare,1,94fe9ab190_0.webp,466.6666666666667,house
52,Prime land in a quite surbub,https://www.property.co.zw/for-sale/land-bbre205875,48000.0,600.0,4000.0,3.0,2.0,Bulawayo,1,da73afa9fe_0.webp,,land
52,Commercial Hub Investment,https://www.property.co.zw/for-sale/shops-pgp205857,750000.0,500.0,1989.0,3.0,2.0,Bulawayo,1,f3d360915d_0.webp,,commercial
52,Chitungwiza Commercial Property For Sale,https://www.property.co.zw/for-sale/commercial-property-rws227925,125000.0,120.0,130.0,3.0,2.0,Harare,1,d932511e44_0.webp,500.0,commercial
53,Gletywn Park Police Heights  Stand for Sale,https://www.property.co.zw/for-sale/residential-land-stands-pgp226173,210000.0,6000.0,6000.0,3.0,2.0,Harare,1,03b3bce77b_0.webp,17.5,land
53,Norton Land,https://www.property.co.zw/for-sale/agricultural-land-farms-pgp223164,140000.0,600.0,22400.0,3.0,2.0,Harare,1,2afc3f2a87_0.webp,,land
53,3 bedroom cluster in Arlington,https://www.property.co.zw/for-sale/townhouses-mac226611,150000.0,180.0,640.0,3.0,2.0,Harare,1,f7916faf47_0.webp,182.9268292682927,house
53,Agroplot for Sale in Ruwa,https://www.property.co.zw/for-sale/agricultural-land-farms-rws223373,200000.0,600.0,48000.0,3.0,2.0,Harare,1,8f53d201f2_0.webp,,land
54,Glen View 2 house for sale,https://www.property.co.zw/for-sale/houses-grm227498,37000.0,90.0,289.0,4.0,2.0,Glen View,1,72a5f684e8_0.webp,97.62532981530345,house
54,Greystone Park Stand,https://www.property.co.zw/for-sale/residential-land-stands-tagp214888,150000.0,600.0,3000.0,3.0,2.0,Greystone Park,1,dc4e0c0149_0.webp,,land
55,Apartments for sale,https://www.property.co.zw/for-sale/flats-apartments-bnjr224025,120000.0,84.0,17000.0,3.0,2.0,Harare,1,96765cc148_0.webp,7.024116132053384,apartment
55,Luxurious 4-Bedroom Home in Scenic Kariba,https://www.property.co.zw/for-sale/houses-gat216899,350000.0,854.0,854.0,4.0,2.0,Unknown,1,6cf3150642_0.webp,204.91803278688525,house
55,Borrowdale,https://www.property.co.zw/for-sale/commercial-property-lcre225578,1320000.0,511.0,4100.0,3.0,2.0,Borrowdale,1,8378a0ebea_0.webp,286.2719583604424,commercial
55,Stand for sale,https://www.property.co.zw/for-sale/residential-land-stands-hvn227116,58000.0,1000.0,1000.0,3.0,2.0,Harare,1,573794d926_0.webp,29.0,land
55,Incomplete 3-Bedroom Cottage for Sale in Sandton,https://www.property.co.zw/for-sale/land-gat223117,65000.0,1322.0,1322.0,3.0,2.0,Harare,1,7661208b20_0.webp,24.583963691376702,house
56,"Eastlea Spacious Property with Cottage ,1,555sqm",https://www.property.co.zw/for-sale/houses-leg225518,350000.0,500.0,1555.0,5.0,3.0,Eastlea,1,6b28387218_0.webp,170.31630170316302,house
56,Commercial property for sale,https://www.property.co.zw/for-sale/commercial-property-pnt228044,590000.0,1983.0,1983.0,3.0,2.0,Harare,1,fb4c6bf688_0.webp,148.7644982349975,commercial
57,Quinnington Stand For Sale,https://www.property.co.zw/for-sale/residential-land-stands-rrt222437,80000.0,208.0,844.0,5.0,3.0,Harare,1,e7d4e9eb44_0.webp,76.04562737642586,land
57,Spacious 5-Bedroom Home For Sale In New Marlboroug,https://www.property.co.zw/for-sale/houses-gat226357,235000.0,522.0,2222.0,5.0,3.0,Marlborough,1,9f77177b48_0.webp,85.64139941690962,house
57,"Modern Executive Townhouse US$305k, 3 beds 2 baths.",https://www.property.co.zw/for-sale/townhouses-hee216631,280000.0,125.0,500.0,3.0,2.0,Newlands,1,d18dddcb41_0.webp,448.0,house
57,Marlborough house,https://www.property.co.zw/for-sale/townhouses-tagp224709,220000.0,4000.0,4000.0,3.0,2.0,Marlborough,1,b644a5dbde_0.webp,27.5,house
57,"Elegant 5-Bedroom House for Sale in Glen Lorne, Harare North",https://www.property.co.zw/for-sale/houses-gat207200,710000.0,488.0,4263.0,5.0,3.0,Harare,1,4d36530078_0.webp,149.44222268996,house
57,Borrowdale Helensvale,https://www.property.co.zw/for-sale/houses-tmr194954,380000.0,2800.0,2800.0,3.0,2.0,Harare,1,e14946d54f_0.webp,67.85714285714286,house
58,New Tafara House for Sale,https://www.property.co.zw/for-sale/houses-fre224896,35000.0,120.0,150.0,3.0,2.0,Harare,1,b657826a22_0.webp,129.62962962962962,house
58,Unleash Your Dream Home A Hogerty Hill Masterpiece Awaits,https://www.property.co.zw/for-sale/residential-land-stands-sef222605,240000.0,350.0,4348.0,7.0,3.0,Harare,1,a2ef77cc0a_0.webp,,house
60,Helensvale House,https://www.property.co.zw/for-sale/houses-mac174944,550000.0,500.0,6000.0,4.0,2.0,Harare,1,de1418c9c2_0.webp,84.61538461538461,house
60,Massive 3 Hectare Warehouse  Factory For Sale in Bindura,https://www.property.co.zw/for-sale/warehouses-aegp192402,590000.0,30.0,30000.0,4.0,2.0,Unknown,1,b5150f52f9_0.webp,19.647019647019647,house
60,"Prime 21,280 m² Residential Land for Sale in Norton, Zimbabwe",https://www.property.co.zw/for-sale/residential-land-stands-brp223810,72000.0,600.0,21280.0,3.0,2.0,Harare,1,18e917e6af_0.webp,,land
60,Ideal For Commercial Use,https://www.property.co.zw/for-sale/houses-rws227229,170000.0,150.0,1145.0,3.0,2.0,Harare,1,decb284c8b_0.webp,131.27413127413126,house
61,Adelaide Park house for Sale perfect for Renovators,https://www.property.co.zw/for-sale/houses-glre227366,55000.0,250.0,300.0,5.0,3.0,Unknown,1,4fa6016879_0.webp,100.0,house
61,Avondale First-Floor Flat with Garage  Borehole,https://www.property.co.zw/for-sale/flats-apartments-leg228410,75000.0,60.0,500.0,2.0,1.0,Avondale,1,29a9955a71_0.webp,,apartment
